"sales_key","sales_order_number","order_date","product_key","reseller_key","employee_key","sales_teritory_key","quantity","unit_price","sales","cost"
36714,SO67263,2020-04-04,525,125,283,2,"3",$158.43,$475.29,$433.78
36715,SO67263,2020-04-04,600,125,283,2,"3",$323.99,$971.97,$883.74
36716,SO67263,2020-04-04,588,125,283,2,"3",$461.69,"$1,385.07","$1,259.34"
36717,SO67263,2020-04-04,591,125,283,2,"3",$338.99,"$1,016.97",$924.65
36718,SO67263,2020-04-04,589,125,283,2,"3",$461.69,"$1,385.07","$1,259.34"
36719,SO67263,2020-04-04,532,125,283,2,"3",$149.87,$449.61,$410.36
36720,SO67263,2020-04-04,475,125,283,2,"3",$41.99,$125.97,$78.53
36721,SO67271,2020-04-06,483,618,283,2,"3",$72,$216,$134.64
36722,SO67271,2020-04-06,484,618,283,2,"3",$4.77,$14.31,$8.92
36723,SO67271,2020-04-06,390,618,283,2,"3",$672.29,"$2,016.87","$2,139.24"
36724,SO67271,2020-04-06,380,618,283,2,"3","$1,466.01","$4,398.03","$4,664.84"
36725,SO67271,2020-04-06,490,618,283,2,"3",$32.39,$97.17,$124.72
36726,SO67271,2020-04-06,214,618,283,2,"3",$20.99,$62.97,$39.26
36727,SO67271,2020-04-06,376,618,283,2,"3","$1,466.01","$4,398.03","$4,664.84"
36728,SO67271,2020-04-06,217,618,283,2,"3",$20.99,$62.97,$39.26
36729,SO67271,2020-04-06,472,618,283,2,"3",$38.1,$114.3,$71.25
36730,SO67271,2020-04-06,583,618,283,2,"3","$1,020.59","$3,061.77","$3,247.53"
36731,SO67282,2020-04-10,563,691,283,2,"3","$1,430.44","$4,291.32","$4,445.81"
36732,SO67282,2020-04-10,499,691,283,2,"3",$602.35,"$1,807.05","$1,805.23"
36733,SO67282,2020-04-10,523,691,283,2,"3",$31.58,$94.74,$70.12
36734,SO67284,2020-04-10,363,594,283,2,"3","$1,376.99","$4,130.97","$3,755.94"
36735,SO67284,2020-04-10,544,594,283,2,"3",$48.59,$145.77,$107.88
36736,SO67284,2020-04-10,591,594,283,2,"3",$338.99,"$1,016.97",$924.65
36737,SO67284,2020-04-10,593,594,283,2,"3",$338.99,"$1,016.97",$924.65
36738,SO67314,2020-04-20,601,414,283,2,"3",$32.39,$97.17,$71.91
36739,SO67314,2020-04-20,555,414,283,2,"3",$63.9,$191.7,$141.86
36740,SO67314,2020-04-20,517,414,283,2,"3",$31.58,$94.74,$70.12
36741,SO67314,2020-04-20,465,414,283,2,"3",$14.69,$44.07,$27.48
36742,SO67314,2020-04-20,398,414,283,2,"3",$26.72,$80.16,$59.33
36743,SO69442,2020-05-09,603,233,283,2,"3",$72.89,$218.67,$161.82
36744,SO69442,2020-05-09,524,233,283,2,"3",$158.43,$475.29,$433.78
36745,SO69442,2020-05-09,363,233,283,2,"3","$1,376.99","$4,130.97","$3,755.94"
36746,SO69442,2020-05-09,544,233,283,2,"3",$48.59,$145.77,$107.88
36747,SO69442,2020-05-09,398,233,283,2,"3",$26.72,$80.16,$59.33
36748,SO69442,2020-05-09,400,233,283,2,"3",$37.15,$111.45,$82.48
36749,SO69442,2020-05-09,501,233,283,2,"3",$72.88,$218.64,$161.78
36750,SO69442,2020-05-09,467,233,283,2,"3",$14.69,$44.07,$27.48
36751,SO69450,2020-05-11,418,684,283,2,"3",$356.9,"$1,070.7","$1,082.83"
36752,SO69450,2020-05-11,546,684,283,2,"3",$37.25,$111.75,$82.7
36753,SO69450,2020-05-11,436,684,283,2,"3",$356.9,"$1,070.7","$1,082.83"
36754,SO69450,2020-05-11,584,684,283,2,"3",$323.99,$971.97,"$1,030.95"
36755,SO69450,2020-05-11,243,684,283,2,"3",$858.9,"$2,576.7","$2,605.9"
36756,SO69450,2020-05-11,287,684,283,2,"3",$202.33,$606.99,$613.88
36757,SO69462,2020-05-13,484,540,283,2,"3",$4.77,$14.31,$8.92
36758,SO69467,2020-05-14,555,522,283,2,"3",$63.9,$191.7,$141.86
36759,SO69467,2020-05-14,560,522,283,2,"3",$728.91,"$2,186.73","$2,265.45"
36760,SO69467,2020-05-14,552,522,283,2,"3",$54.89,$164.67,$121.86
36761,SO69467,2020-05-14,225,522,283,2,"3",$5.39,$16.17,$20.77
36762,SO69473,2020-05-15,592,378,283,2,"3",$113,$339,$924.65
36763,SO69476,2020-05-15,475,667,283,2,"3",$41.99,$125.97,$78.53
36764,SO69476,2020-05-15,543,667,283,2,"3",$37.25,$111.75,$82.7
36765,SO69476,2020-05-15,524,667,283,2,"3",$158.43,$475.29,$433.78
36766,SO69481,2020-05-16,287,558,283,2,"3",$202.33,$606.99,$613.88
36767,SO69481,2020-05-16,418,558,283,2,"3",$356.9,"$1,070.7","$1,082.83"
36768,SO69489,2020-05-17,225,107,283,2,"3",$5.39,$16.17,$20.77
36769,SO69489,2020-05-17,547,107,283,2,"3",$48.59,$145.77,$107.88
36770,SO69489,2020-05-17,234,107,283,2,"3",$29.99,$89.97,$115.48
36771,SO69499,2020-05-19,543,593,283,2,"3",$37.25,$111.75,$82.7
36772,SO69499,2020-05-19,591,593,283,2,"3",$113,$339,$924.65
36773,SO69507,2020-05-20,408,432,283,2,"3",$72.16,$216.48,$160.2
36774,SO69507,2020-05-20,243,432,283,2,"3",$858.9,"$2,576.7","$2,605.9"
36775,SO69526,2020-05-25,463,108,283,2,"3",$14.69,$44.07,$27.48
36776,SO69526,2020-05-25,467,108,283,2,"3",$14.69,$44.07,$27.48
36777,SO69526,2020-05-25,545,108,283,2,"3",$24.29,$72.87,$53.93
36778,SO69534,2020-05-27,481,359,283,2,"3",$5.39,$16.17,$10.09
36779,SO69534,2020-05-27,482,359,283,2,"3",$5.39,$16.17,$10.09
36780,SO69544,2020-05-28,584,666,283,2,"3",$323.99,$971.97,"$1,030.95"
36781,SO69544,2020-05-28,580,666,283,2,"3","$1,020.59","$3,061.77","$3,247.53"
36782,SO69544,2020-05-28,390,666,283,2,"3",$672.29,"$2,016.87","$2,139.24"
36783,SO48739,2019-01-06,356,252,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36784,SO48739,2019-01-06,364,252,283,2,"4",$647.99,"$2,591.96","$2,393.74"
36785,SO48751,2019-01-13,224,618,283,2,"4",$5.19,$20.76,$20.92
36786,SO48751,2019-01-13,373,618,283,2,"4","$1,308.94","$5,235.76","$5,282.74"
36787,SO48751,2019-01-13,383,618,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36788,SO48751,2019-01-13,381,618,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36789,SO48753,2019-01-13,358,125,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36790,SO48753,2019-01-13,354,125,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36791,SO48770,2019-01-21,428,594,283,2,"4",$209.26,$837.04,$743.28
36792,SO48770,2019-01-21,233,594,283,2,"4",$28.84,$115.36,$116.32
36793,SO48770,2019-01-21,420,594,283,2,"4",$141.62,$566.48,$419.18
36794,SO48770,2019-01-21,364,594,283,2,"4",$647.99,"$2,591.96","$2,393.74"
36795,SO48770,2019-01-21,224,594,283,2,"4",$5.19,$20.76,$20.92
36796,SO48776,2019-01-24,428,414,283,2,"4",$209.26,$837.04,$743.28
36797,SO48788,2019-01-28,331,234,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36798,SO48788,2019-01-28,387,234,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36799,SO48788,2019-01-28,385,234,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36800,SO48788,2019-01-28,221,234,283,2,"4",$20.19,$80.76,$55.51
36801,SO49084,2019-02-09,352,667,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36802,SO49084,2019-02-09,356,667,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36803,SO49113,2019-02-16,360,233,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36804,SO49113,2019-02-16,464,233,283,2,"4",$14.13,$56.52,$38.85
36805,SO49113,2019-02-16,221,233,283,2,"4",$20.19,$80.76,$55.51
36806,SO49115,2019-02-17,286,666,283,2,"4",$183.94,$735.76,$680.57
36807,SO49115,2019-02-17,254,666,283,2,"4",$183.94,$735.76,$680.57
36808,SO49117,2019-02-17,358,396,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36809,SO49123,2019-02-18,368,558,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36810,SO49123,2019-02-18,369,558,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36811,SO49156,2019-02-27,435,432,283,2,"4",$324.45,"$1,297.8","$1,200.48"
36812,SO49157,2019-02-27,224,642,283,2,"4",$5.19,$20.76,$20.92
36813,SO49157,2019-02-27,420,642,283,2,"4",$141.62,$566.48,$419.18
36814,SO49157,2019-02-27,421,642,283,2,"4",$196.33,$785.32,$581.13
36815,SO49157,2019-02-27,233,642,283,2,"4",$28.84,$115.36,$116.32
36816,SO49158,2019-02-27,230,108,283,2,"4",$28.84,$115.36,$116.32
36817,SO49158,2019-02-27,445,108,283,2,"4",$35.99,$143.96,$98.98
36818,SO49158,2019-02-27,448,108,283,2,"4",$11.99,$47.96,$32.98
36819,SO49169,2019-02-28,368,684,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36820,SO49169,2019-02-28,329,684,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36821,SO49169,2019-02-28,373,684,283,2,"4","$1,308.94","$5,235.76","$5,282.74"
36822,SO49446,2019-03-02,327,216,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36823,SO49476,2019-03-10,417,575,283,2,"4",$324.45,"$1,297.8","$1,200.48"
36824,SO49476,2019-03-10,368,575,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36825,SO49479,2019-03-11,286,72,283,2,"4",$183.94,$735.76,$680.57
36826,SO49479,2019-03-11,454,72,283,2,"4",$35.99,$143.96,$98.98
36827,SO49479,2019-03-11,462,72,283,2,"4",$14.13,$56.52,$38.85
36828,SO49518,2019-03-22,454,54,283,2,"4",$35.99,$143.96,$98.98
36829,SO49518,2019-03-22,389,54,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36830,SO49518,2019-03-22,433,54,283,2,"4",$324.45,"$1,297.8","$1,200.48"
36831,SO49518,2019-03-22,381,54,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36832,SO49518,2019-03-22,445,54,283,2,"4",$35.99,$143.96,$98.98
36833,SO49518,2019-03-22,460,54,283,2,"4",$53.99,$215.96,$148.48
36834,SO49825,2019-04-02,409,125,283,2,"4",$209.26,$837.04,$743.28
36835,SO49825,2019-04-02,365,125,283,2,"4",$647.99,"$2,591.96","$2,393.74"
36836,SO49843,2019-04-10,236,594,283,2,"4",$28.84,$115.36,$116.32
36837,SO49843,2019-04-10,409,594,283,2,"4",$209.26,$837.04,$743.28
36838,SO49843,2019-04-10,464,594,283,2,"4",$14.13,$56.52,$38.85
36839,SO49864,2019-04-18,230,618,283,2,"4",$28.84,$115.36,$116.32
36840,SO49864,2019-04-18,343,618,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36841,SO49864,2019-04-18,448,618,283,2,"4",$11.99,$47.96,$32.98
36842,SO49864,2019-04-18,341,618,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36843,SO49864,2019-04-18,221,618,283,2,"4",$20.19,$80.76,$55.51
36844,SO49864,2019-04-18,414,618,283,2,"4",$149.03,$596.12,$441.13
36845,SO49864,2019-04-18,383,618,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36846,SO49864,2019-04-18,370,618,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36847,SO49864,2019-04-18,224,618,283,2,"4",$5.19,$20.76,$20.92
36848,SO49864,2019-04-18,368,618,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36849,SO49877,2019-04-23,360,414,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36850,SO49877,2019-04-23,420,414,283,2,"4",$141.62,$566.48,$419.18
36851,SO49877,2019-04-23,427,414,283,2,"4",$209.26,$837.04,$743.28
36852,SO49877,2019-04-23,354,414,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36853,SO49877,2019-04-23,358,414,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36854,SO49877,2019-04-23,469,414,283,2,"4",$22.79,$91.16,$62.68
36855,SO49888,2019-04-27,370,234,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36856,SO49888,2019-04-27,321,234,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36857,SO49888,2019-04-27,414,234,283,2,"4",$149.03,$596.12,$441.13
36858,SO49888,2019-04-27,339,234,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36859,SO49888,2019-04-27,379,234,283,2,"4","$1,308.94","$5,235.76","$5,282.74"
36860,SO49888,2019-04-27,369,234,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36861,SO49894,2019-04-30,366,252,283,2,"4",$647.99,"$2,591.96","$2,393.74"
36862,SO49894,2019-04-30,308,252,283,2,"4",$744.27,"$2,977.08","$2,643.66"
36863,SO49894,2019-04-30,420,252,283,2,"4",$141.62,$566.48,$419.18
36864,SO49894,2019-04-30,352,252,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36865,SO50228,2019-05-10,420,396,283,2,"4",$141.62,$566.48,$419.18
36866,SO50235,2019-05-11,271,684,283,2,"4",$202.33,$809.32,$748.63
36867,SO50235,2019-05-11,433,684,283,2,"4",$324.45,"$1,297.8","$1,200.48"
36868,SO50235,2019-05-11,325,684,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36869,SO50235,2019-05-11,389,684,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36870,SO50243,2019-05-14,460,540,283,2,"4",$53.99,$215.96,$148.48
36871,SO50243,2019-05-14,325,540,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36872,SO50258,2019-05-17,233,359,283,2,"4",$28.84,$115.36,$116.32
36873,SO50259,2019-05-18,415,558,283,2,"4",$198.04,$792.16,$586.19
36874,SO50259,2019-05-18,273,558,283,2,"4",$202.33,$809.32,$748.63
36875,SO50259,2019-05-18,331,558,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36876,SO50259,2019-05-18,369,558,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36877,SO50259,2019-05-18,325,558,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36878,SO50263,2019-05-20,469,667,283,2,"4",$22.79,$91.16,$62.68
36879,SO50263,2019-05-20,468,667,283,2,"4",$22.79,$91.16,$62.68
36880,SO50263,2019-05-20,428,667,283,2,"4",$209.26,$837.04,$743.28
36881,SO50280,2019-05-21,358,233,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36882,SO50280,2019-05-21,460,233,283,2,"4",$53.99,$215.96,$148.48
36883,SO50280,2019-05-21,448,233,283,2,"4",$11.99,$47.96,$32.98
36884,SO50280,2019-05-21,236,233,283,2,"4",$28.84,$115.36,$116.32
36885,SO50280,2019-05-21,216,233,283,2,"4",$20.19,$80.76,$55.51
36886,SO50280,2019-05-21,421,233,283,2,"4",$196.33,$785.32,$581.13
36887,SO50280,2019-05-21,399,233,283,2,"4",$33.77,$135.08,$99.97
36888,SO50280,2019-05-21,453,233,283,2,"4",$35.99,$143.96,$98.98
36889,SO50280,2019-05-21,213,233,283,2,"4",$20.19,$80.76,$55.51
36890,SO50283,2019-05-22,239,432,283,2,"4",$780.82,"$3,123.28","$2,889.03"
36891,SO50290,2019-05-23,325,666,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36892,SO50290,2019-05-23,242,666,283,2,"4",$780.82,"$3,123.28","$2,889.03"
36893,SO50311,2019-05-30,329,108,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36894,SO50311,2019-05-30,213,108,283,2,"4",$20.19,$80.76,$55.51
36895,SO50312,2019-05-30,367,642,283,2,"4",$647.99,"$2,591.96","$2,393.74"
36896,SO50312,2019-05-30,352,642,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36897,SO50312,2019-05-30,362,642,283,2,"4","$1,229.46","$4,917.84","$4,423.24"
36898,SO50312,2019-05-30,409,642,283,2,"4",$209.26,$837.04,$743.28
36899,SO50312,2019-05-30,354,642,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36900,SO50312,2019-05-30,427,642,283,2,"4",$209.26,$837.04,$743.28
36901,SO50312,2019-05-30,356,642,283,2,"4","$1,242.85","$4,971.4","$4,471.42"
36902,SO50312,2019-05-30,421,642,283,2,"4",$196.33,$785.32,$581.13
36903,SO50683,2019-06-07,422,72,283,2,"4",$67.54,$270.16,$199.92
36904,SO50683,2019-06-07,242,72,283,2,"4",$780.82,"$3,123.28","$2,889.03"
36905,SO50683,2019-06-07,456,72,283,2,"4",$44.99,$179.96,$123.73
36906,SO50683,2019-06-07,454,72,283,2,"4",$35.99,$143.96,$98.98
36907,SO50683,2019-06-07,435,72,283,2,"4",$324.45,"$1,297.8","$1,200.48"
36908,SO50683,2019-06-07,323,72,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36909,SO50683,2019-06-07,331,72,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36910,SO50683,2019-06-07,280,72,283,2,"4",$183.94,$735.76,$680.57
36911,SO50683,2019-06-07,381,72,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36912,SO50683,2019-06-07,368,72,283,2,"4","$1,466.01","$5,864.04","$6,075.15"
36913,SO50683,2019-06-07,333,72,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36914,SO50683,2019-06-07,325,72,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36915,SO50683,2019-06-07,460,72,283,2,"4",$53.99,$215.96,$148.48
36916,SO50683,2019-06-07,447,72,283,2,"4",$15,$60,$41.25
36917,SO50704,2019-06-15,385,575,283,2,"4",$600.26,"$2,401.04","$2,422.6"
36918,SO50706,2019-06-15,329,216,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36919,SO50706,2019-06-15,422,216,283,2,"4",$67.54,$270.16,$199.92
36920,SO50727,2019-06-21,254,54,283,2,"4",$183.94,$735.76,$680.57
36921,SO50727,2019-06-21,462,54,283,2,"4",$14.13,$56.52,$38.85
36922,SO50727,2019-06-21,439,54,283,2,"4",$780.82,"$3,123.28","$2,889.03"
36923,SO50727,2019-06-21,329,54,283,2,"4",$469.79,"$1,879.16","$1,946.83"
36924,SO50727,2019-06-21,457,54,283,2,"4",$44.99,$179.96,$123.73
36925,SO50727,2019-06-21,458,54,283,2,"4",$44.99,$179.96,$123.73
36926,SO50727,2019-06-21,224,54,283,2,"4",$5.19,$20.76,$20.92
36927,SO50727,2019-06-21,447,54,283,2,"4",$15,$60,$41.25
36928,SO51088,2019-07-03,527,125,283,2,"4",$158.43,$633.72,$578.38
36929,SO51101,2019-07-08,472,618,283,2,"4",$38.1,$152.4,$95
36930,SO51101,2019-07-08,583,618,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36931,SO51101,2019-07-08,484,618,283,2,"4",$4.77,$19.08,$11.89
36932,SO51101,2019-07-08,217,618,283,2,"4",$15.75,$63,$52.35
36933,SO51111,2019-07-12,398,594,283,2,"4",$26.72,$106.88,$79.1
36934,SO51111,2019-07-12,587,594,283,2,"4",$461.69,"$1,846.76","$1,679.11"
36935,SO51111,2019-07-12,361,594,283,2,"4","$1,376.99","$5,507.96","$5,007.93"
36936,SO51111,2019-07-12,402,594,283,2,"4",$72.16,$288.64,$213.6
36937,SO51112,2019-07-12,555,691,283,2,"4",$63.9,$255.6,$189.14
36938,SO51112,2019-07-12,556,691,283,2,"4",$105.29,$421.16,$311.67
36939,SO51112,2019-07-12,559,691,283,2,"4",$12.14,$48.56,$35.95
36940,SO51157,2019-07-26,465,414,283,2,"4",$14.69,$58.76,$36.64
36941,SO51157,2019-07-26,353,414,283,2,"4","$1,391.99","$5,567.96","$5,062.48"
36942,SO51157,2019-07-26,597,414,283,2,"4",$323.99,"$1,295.96","$1,178.32"
36943,SO51157,2019-07-26,525,414,283,2,"4",$158.43,$633.72,$578.38
36944,SO51157,2019-07-26,593,414,283,2,"4",$338.99,"$1,355.96","$1,232.87"
36945,SO51157,2019-07-26,501,414,283,2,"4",$72.88,$291.52,$215.71
36946,SO51157,2019-07-26,222,414,283,2,"4",$15.75,$63,$52.35
36947,SO51157,2019-07-26,551,414,283,2,"4",$158.43,$633.72,$578.38
36948,SO51725,2019-08-07,605,107,283,2,"4",$323.99,"$1,295.96","$1,374.6"
36949,SO51741,2019-08-10,547,89,283,2,"4",$48.59,$194.36,$143.84
36950,SO51748,2019-08-12,309,233,283,2,"4",$818.7,"$3,274.8","$2,988.8"
36951,SO51748,2019-08-12,558,233,283,2,"4",$242.99,$971.96,$719.26
36952,SO51748,2019-08-12,524,233,283,2,"4",$158.43,$633.72,$578.38
36953,SO51748,2019-08-12,400,233,283,2,"4",$37.15,$148.6,$109.97
36954,SO51748,2019-08-12,511,233,283,2,"4",$218.45,$873.8,$797.5
36955,SO51748,2019-08-12,559,233,283,2,"4",$12.14,$48.56,$35.95
36956,SO51762,2019-08-14,581,684,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36957,SO51762,2019-08-14,374,684,283,2,"4","$1,466.01","$5,864.04","$6,219.79"
36958,SO51762,2019-08-14,545,684,283,2,"4",$24.29,$97.16,$71.91
36959,SO51770,2019-08-15,580,540,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36960,SO51770,2019-08-15,287,540,283,2,"4",$202.33,$809.32,$818.5
36961,SO51770,2019-08-15,545,540,283,2,"4",$24.29,$97.16,$71.91
36962,SO51776,2019-08-17,231,522,283,2,"4",$29.99,$119.96,$153.97
36963,SO51776,2019-08-17,471,522,283,2,"4",$38.1,$152.4,$95
36964,SO51776,2019-08-17,225,522,283,2,"4",$5.39,$21.56,$27.69
36965,SO51778,2019-08-17,487,359,283,2,"4",$32.99,$131.96,$82.27
36966,SO51778,2019-08-17,545,359,283,2,"4",$24.29,$97.16,$71.91
36967,SO51778,2019-08-17,481,359,283,2,"4",$5.39,$21.56,$13.45
36968,SO51778,2019-08-17,465,359,283,2,"4",$14.69,$58.76,$36.64
36969,SO51778,2019-08-17,477,359,283,2,"4",$2.99,$11.96,$7.47
36970,SO51784,2019-08-18,440,558,283,2,"4",$858.9,"$3,435.6","$3,474.54"
36971,SO51790,2019-08-18,511,667,283,2,"4",$218.45,$873.8,$797.5
36972,SO51790,2019-08-18,533,667,283,2,"4",$149.87,$599.48,$547.14
36973,SO51790,2019-08-18,525,667,283,2,"4",$158.43,$633.72,$578.38
36974,SO51794,2019-08-19,513,378,283,2,"4",$218.45,$873.8,$797.5
36975,SO51810,2019-08-20,583,108,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36976,SO51810,2019-08-20,287,108,283,2,"4",$202.33,$809.32,$818.5
36977,SO51810,2019-08-20,480,108,283,2,"4",$1.37,$5.48,$3.43
36978,SO51860,2019-08-29,434,666,283,2,"4",$356.9,"$1,427.6","$1,443.77"
36979,SO51860,2019-08-29,246,666,283,2,"4",$858.9,"$3,435.6","$3,474.54"
36980,SO51860,2019-08-29,580,666,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36981,SO51860,2019-08-29,386,666,283,2,"4",$672.29,"$2,689.16","$2,852.32"
36982,SO51860,2019-08-29,287,666,283,2,"4",$202.33,$809.32,$818.5
36983,SO51860,2019-08-29,546,666,283,2,"4",$37.25,$149,$110.27
36984,SO51860,2019-08-29,281,666,283,2,"4",$202.33,$809.32,$818.5
36985,SO51860,2019-08-29,584,666,283,2,"4",$323.99,"$1,295.96","$1,374.6"
36986,SO51860,2019-08-29,471,666,283,2,"4",$38.1,$152.4,$95
36987,SO53506,2019-09-11,243,72,283,2,"4",$858.9,"$3,435.6","$3,474.54"
36988,SO53506,2019-09-11,418,72,283,2,"4",$356.9,"$1,427.6","$1,443.77"
36989,SO53506,2019-09-11,584,72,283,2,"4",$323.99,"$1,295.96","$1,374.6"
36990,SO53506,2019-09-11,240,72,283,2,"4",$858.9,"$3,435.6","$3,474.54"
36991,SO53506,2019-09-11,434,72,283,2,"4",$356.9,"$1,427.6","$1,443.77"
36992,SO53506,2019-09-11,546,72,283,2,"4",$37.25,$149,$110.27
36993,SO53506,2019-09-11,442,72,283,2,"4",$858.9,"$3,435.6","$3,474.54"
36994,SO53506,2019-09-11,404,72,283,2,"4",$26.72,$106.88,$79.1
36995,SO53534,2019-09-16,477,216,283,2,"4",$2.99,$11.96,$7.47
36996,SO53534,2019-09-16,222,216,283,2,"4",$20.99,$83.96,$52.35
36997,SO53534,2019-09-16,583,216,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36998,SO53534,2019-09-16,580,216,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
36999,SO53534,2019-09-16,488,216,283,2,"4",$32.39,$129.56,$166.29
37000,SO53534,2019-09-16,214,216,283,2,"4",$20.99,$83.96,$52.35
37001,SO53560,2019-09-21,487,539,283,2,"4",$32.99,$131.96,$82.27
37002,SO53560,2019-09-21,572,539,283,2,"4",$334.06,"$1,336.24","$1,845.78"
37003,SO53560,2019-09-21,501,539,283,2,"4",$72.88,$291.52,$215.71
37004,SO53560,2019-09-21,575,539,283,2,"4","$1,430.44","$5,721.76","$5,927.75"
37005,SO53560,2019-09-21,569,539,283,2,"4",$334.06,"$1,336.24","$1,845.78"
37006,SO53560,2019-09-21,558,539,283,2,"4",$242.99,$971.96,$719.26
37007,SO53560,2019-09-21,231,539,283,2,"4",$29.99,$119.96,$153.97
37008,SO53560,2019-09-21,555,539,283,2,"4",$63.9,$255.6,$189.14
37009,SO53560,2019-09-21,565,539,283,2,"4",$334.06,"$1,336.24","$1,845.78"
37010,SO53567,2019-09-22,484,179,283,2,"4",$4.77,$19.08,$11.89
37011,SO53567,2019-09-22,463,179,283,2,"4",$14.69,$58.76,$36.64
37012,SO53567,2019-09-22,555,179,283,2,"4",$63.9,$255.6,$189.14
37013,SO53567,2019-09-22,559,179,283,2,"4",$12.14,$48.56,$35.95
37014,SO53570,2019-09-22,376,54,283,2,"4","$1,466.01","$5,864.04","$6,219.79"
37015,SO53570,2019-09-22,287,54,283,2,"4",$202.33,$809.32,$818.5
37016,SO53570,2019-09-22,434,54,283,2,"4",$356.9,"$1,427.6","$1,443.77"
37017,SO53570,2019-09-22,580,54,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
37018,SO53570,2019-09-22,463,54,283,2,"4",$14.69,$58.76,$36.64
37019,SO55239,2019-10-03,543,125,283,2,"4",$37.25,$149,$110.27
37020,SO55239,2019-10-03,359,125,283,2,"4","$1,376.99","$5,507.96","$5,007.93"
37021,SO55248,2019-10-06,465,618,283,2,"4",$14.69,$58.76,$36.64
37022,SO55248,2019-10-06,380,618,283,2,"4","$1,466.01","$5,864.04","$6,219.79"
37023,SO55248,2019-10-06,491,618,283,2,"4",$32.39,$129.56,$166.29
37024,SO55248,2019-10-06,546,618,283,2,"4",$37.25,$149,$110.27
37025,SO55248,2019-10-06,581,618,283,2,"4","$1,020.59","$4,082.36","$4,330.04"
37026,SO55248,2019-10-06,225,618,283,2,"4",$5.39,$21.56,$27.69
37027,SO55259,2019-10-08,564,691,283,2,"4","$1,430.44","$5,721.76","$5,927.75"
37028,SO55261,2019-10-09,517,594,283,2,"4",$31.58,$126.32,$93.49
37029,SO55261,2019-10-09,400,594,283,2,"4",$37.15,$148.6,$109.97
37030,SO55261,2019-10-09,355,594,283,2,"4","$1,391.99","$5,567.96","$5,062.48"
37031,SO55261,2019-10-09,590,594,283,2,"4",$461.69,"$1,846.76","$1,679.11"
37032,SO55261,2019-10-09,592,594,283,2,"4",$338.99,"$1,355.96","$1,232.87"
37033,SO55301,2019-10-23,231,414,283,2,"4",$29.99,$119.96,$153.97
